ASN,ORGANIZATION
1280,internet systems consortium inc.
1281,psinet inc.
1282,psinet inc.
1283,psinet inc.
1284,psinet inc.
1285,communication machinery corporation
1286,reserved
1287,reserved
1288,reserved
1289,reserved
1290,telstra europe ltd
1291,dod network information center
1292,itesm campus monterrey
1293,hewlett-packard company
1294,perot systems
1295,general electric company
1296,university of chili
1297,cern - european organization for nuclear research
1298,navy network information center
1299,telianet global network
1300,reseau regional r3t2
1301,electricite de france service national
1302,inria
1303,fr
1304,sfinx route servers
1305,fr
1306,inria
1307,fr
1308,inria
1309,reseau national de telecommunications pour la technologie
1310,caci inc. federal
1311,barra
1312,virginia polytechnic institute and state univ.
1313,adobe systems inc.
1314,navy network information center
1315,kondaur capital corporation
1316,national aeronautics and space administration
1317,navy network information center
1318,imperial cancer research fund
1319,navy network information center
1320,navy network information center
1321,advanced networks services inc.
1322,advanced networks services inc.
1323,advanced networks services inc.
1324,advanced networks services inc.
1325,advanced networks services inc.
1326,advanced networks services inc.
1327,advanced networks services inc.
1328,advanced networks services inc.
1329,advanced networks services inc.
1330,advanced networks services inc.
1331,advanced networks services inc.
1332,advanced networks services inc.
1333,advanced networks services inc.
1334,advanced networks services inc.
1335,advanced networks services inc.
1336,advanced networks services inc.
1337,advanced networks services inc.
1338,advanced networks services inc.
1339,advanced networks services inc.
1340,advanced networks services inc.
1341,allen-bradley company inc.
1342,fujitsu invia finland ip-network
1343,cisco systems
1344,navy network information center
1345,navy network information center
1346,navy network information center
1347,onvoy
1348,california department of transportation
1349,radianz americas inc.
1350,sears technology services incorporated
1351,university of vermont
1352,scuola internazionale sup. di studi avanzati
1353,scuola internazionale sup. di studi avanzati
1354,next software inc
1355,american home mortgage servicing inc.
1356,sullivan cromwell
1357,oryx energy company
1358,hughes network systems inc.
1359,reserved
1360,reserved
1361,navy network information center
1362,navy network information center
1363,navy network information center
1364,navy network information center
1365,navy network information center
1366,navy network information center
1367,navy network information center
1368,navy network information center
1369,navy network information center
1370,navy network information center
1371,navy network information center
1372,navy network information center
1373,navy network information center
1374,navy network information center
1375,navy network information center
1376,navy network information center
1377,navy network information center
1378,reserved
1379,reserved
1380,reserved
1381,advanced networks services inc.
1382,advanced networks services inc.
1383,advanced networks services inc.
1384,advanced networks services inc.
1385,advanced networks services inc.
1386,advanced networks services inc.
1387,advanced networks services inc.
1388,advanced networks services inc.
1389,advanced networks services inc.
1390,advanced networks services inc.
1391,advanced networks services inc.
1392,advanced networks services inc.
1393,advanced networks services inc.
1394,advanced networks services inc.
1395,advanced networks services inc.
1396,reserved
1397,reserved
1398,reserved
1399,reserved
1400,reserved
1401,reserved
1402,reserved
1403,reserved
1404,reserved
1405,reserved
1406,reserved
1407,reserved
1408,ccbill
1409,reserved
1410,reserved
1411,reserved
1412,reserved
1413,reserved
1414,reserved
1415,reserved
1416,reserved
1417,reserved
1418,reserved
1419,reserved
1420,reserved
1421,reserved
1422,reserved
1423,carson communications llc
1424,reserved
1425,reserved
1426,reserved
1427,reserved
1428,reserved
1429,reserved
1430,reserved
1431,reserved
1432,reserved
1433,reserved
1434,reserved
1435,reserved
1436,reserved
1437,reserved
1438,reserved
1439,reserved
1440,reserved
1441,reserved
1442,reserved
1443,reserved
1444,reserved
1445,reserved
1446,reserved
1447,reserved
1448,reserved
1449,reserved
1450,headquarters usaisc
1451,headquarters usaisc
1452,headquarters usaisc
1453,headquarters usaisc
1454,headquarters usaisc
1455,headquarters usaisc
1456,headquarters usaisc
1457,reserved
1458,headquarters usaisc
1459,headquarters usaisc
1460,headquarters usaisc
1461,reserved
1462,headquarters usaisc
1463,headquarters usaisc
1464,reserved
1465,reserved
1466,reserved
1467,headquarters usaisc
1468,headquarters usaisc
1469,reserved
1470,reserved
1471,headquarters usaisc
1472,headquarters usaisc
1473,reserved
1474,headquarters usaisc
1475,headquarters usaisc
1476,headquarters usaisc
1477,headquarters usaisc
1478,reserved
1479,reserved
1480,headquarters usaisc
1481,reserved
1482,headquarters usaisc
1483,reserved
1484,headquarters usaisc
1485,headquarters usaisc
1486,reserved
1487,reserved
1488,headquarters usaisc
1489,headquarters usaisc
1490,reserved
1491,headquarters usaisc
1492,reserved
1493,reserved
1494,headquarters usaisc
1495,headquarters usaisc
1496,reserved
1497,reserved
1498,headquarters usaisc
1499,headquarters usaisc
1500,reserved
1501,reserved
1502,reserved
1503,headquarters usaisc
1504,reserved
1505,headquarters usaisc
1506,reserved
1507,headquarters usaisc
1508,reserved
1509,reserved
1510,reserved
1511,reserved
1512,headquarters usaisc
1513,reserved
1514,reserved
1515,reserved
1516,reserved
1517,reserved
1518,reserved
1519,headquarters usaisc
1520,reserved
1521,headquarters usaisc
1522,reserved
1523,reserved
1524,reserved
1525,reserved
1526,reserved
1527,headquarters usaisc
1528,headquarters usaisc
1529,reserved
1530,reserved
1531,headquarters usaisc
1532,reserved
1533,headquarters usaisc
1534,reserved
1535,reserved
1536,reserved
1537,reserved
1538,reserved
1539,reserved
1540,reserved
1541,reserved
1542,reserved
1543,reserved
1544,reserved
1545,reserved
1546,reserved
1547,cjsc interdnestrcom as
1548,reserved
1549,reserved
1550,reserved
1551,reserved
1552,reserved
1553,reserved
1554,reserved
1555,reserved
1556,dod network information center
1557,reserved
1558,reserved
1559,dod network information center
1560,reserved
1561,reserved
1562,dod network information center
1563,dod network information center
1564,dod network information center
1565,dod network information center
1566,dod network information center
